,亚洲ETF-iShares MSCI,MSCI全球ETF-iShares,iShares MSCI ACWI ex US ETF,债券指数ETF-iShares Barclays综合国债,Alerian MLP ETF,债券指数ETF-Vanguard美国,短期国债指数ETF-Vanguard,道琼斯指数ETF,三倍做空黄金矿业指数ETF-Direxion,日本股利指数ETF-WisdomTree,新兴市场ETF-iShares MSCI,iShares Edge MSCI Min Vol EAFE ETF,欧澳远东指数 ETF-iShares MSCI,iShares JPMorgan USD Emerging Markets Bond ETF,印度收入指数ETF-WisdomTree,三倍做多能源ETF-Direxion,澳大利亚ETF-iShares MSCI,加拿大ETF-iShares MSCI,德国ETF-iShares MSCI,香港ETF-iShares MSCI,日本ETF-iShares MSCI,台湾ETF-iShares MSCI,墨西哥投资指数ETF-iShares MSCI,韩国ETF-iShares MSCI,巴西ETF-iShares MSCI,欧盟国家ETF-iShares MSCI,金融指数ETF-Direxion三倍做多罗素金融股,中国大盘股ETF-iShares,小型黄金矿业ETF(Market Vectors),黄金矿业ETF(Market Vectors),SPDR黄金ETF,债券指数ETF-iShares iBoxx高收益公司债,PIMCO 0-5 Year High YieldCorporate Bond Index ETF,黄金信托ETF(iShares),生物科技指数ETF-iShares Nasdaq,iShares Core MSCI EAFE ETF,债券指数ETF-iShares Barclays 7-10年,标普中型股400指数ETF-iShares,标普小型股600指数ETF-iShares,房屋建筑指数ETF-iShares Dow Jones,标普500价值指数ETF-iShares,标普500指数ETF,标普500成长股指数ETF-iShares,罗素1000指数ETF-iShares,罗素1000价值指数ETF-iShares,罗素1000成长指数ETF-iShares,罗素2000指数ETF,罗素2000价值股指数ETF-iShares,罗素2000成长股指数ETF,房地产指数ETF-iShares道琼斯,金矿指数三倍做空ETF,债券指数ETF-SPDR Barclays高收益债,金矿指数三倍做多ETF,银行指数ETF-SPDR KBW,区域银行指数ETF-SPDR KBW,债券指数ETF-iShares iBoxx投资级公司债,中国ETF-iShares MSCI,标普中型股400指数ETF-SPDR,三倍做多黄金矿业指数ETF-Direxion,标普100指数ETF-iShares,石油服务ETF,优先股指数ETF-iShares S&P,纳指两倍做空ETF,纳指两倍做多ETF,纳指ETF,平均加权指数ETF-Rydex S&P,俄罗斯ETF-Market Vectors,Schwab U.S. TIPs ETF,道指三倍做空ETF-ProShares,标普500两倍做空ETF,债券指数ETF-iShares Barclays 1-3年国,标普500反向ETF,白银ETF(iShares),半导体指数ETF-HOLDRs,三倍做多半导体ETF-Direxion Daily,iShares费城交易所半导体ETF,标普500三倍做空ETF,标普500指数ETF,纳指三倍做空ETF,标普500两倍做多ETF,0.5倍做空波动率指数短期期货ETF,债券20+美国债指数ETF-ProShares两倍做空,通胀债券指数ETF-iShares Barclays,债券20+美公债指数ETF-iShares Barcla,罗素2000指数三倍做多ETF-Direxion,纳指三倍做多ETF,罗素2000指数三倍做空ETF,二倍做多彭博原油ETF,道指三倍做多ETF-ProShares,三倍做多标普500ETF,美国原油ETF,1.5倍做多波动率指数短期期货ETF-ProShares,EAFE指数ETF-Vanguard MSCI,非美地区ETF-Vanguard FTSE,欧洲ETF-Vanguard MSCI,股利增长指数ETF-Vanguard,不动产信托指数ETF-Vanguard,Vanguard S&P 500 ETF,大盘指数ETF-Vanguard MSCI,Vanguard Value ETF,Vanguard Total World Stock ETF,成长股指数ETF-Vanguard MSCI,新兴市场ETF-Vanguard MSCI,SPDR S&P Biotech ETF,房屋建筑商指数ETF-SPDR,材料ETF,能源ETF,金融ETF,工业ETF,高科技指数ETF-SPDR,消费品指数ETF-SPDR主要消费品,公共事业指数ETF-SPDR,健康照护类股ETF-SPDR,消费品指数ETF-SPDR可选消费品,金属与采矿指数ETF-SPDR,油气开采指数ETF-SPDR S&P,零售指数ETF-SPDR标普
1498622400000,67.9,65.93,45.98,109.86,11.77,82.06,79.94,214.24,29.7,52.01,41.73,69.8,65.81,115.04,24.6,24.66,21.76,26.97,30.88,23.56,54.01,36.0,54.36,68.16,33.96,41.03,49.37,40.03,34.02,22.43,118.9,88.4,101.45,12.03,105.6267,61.42,107.26,174.85,70.59,34.05,105.17,245.1,138.38,136.18,116.71,120.31,141.98,119.46,170.58,80.65,60.67,37.19,19.69,43.0,54.35,120.98,55.33,319.49,31.99,107.68,24.49,39.2,67.36,59.785,140.02,93.05,19.19,55.4,30.87,50.04,84.54,33.28,15.92,84.1,89.45,144.57,61.4,243.49,30.64,90.66,83.55,35.14,114.04,126.47,57.11,34.42,16.0,14.0,61.445,106.06,9.2,36.24,41.66,50.47,55.74,92.91,84.19,223.62,125.28,96.86,68.02,128.48,40.97,79.24,38.61,54.17,64.49,24.52,68.13,55.77,55.43,52.46,80.08,90.03,29.99,31.31,40.58
1498708800000,67.16,65.33,45.51,109.65,11.81,81.89,79.87,212.61,31.52,51.48,41.2,69.23,65.16,114.5,24.34,24.79,21.8,26.79,30.38,23.46,53.47,35.61,53.6,67.34,33.82,40.39,49.53,39.62,33.32,21.95,118.32,88.18,101.18,11.96,104.1167,60.86,106.86,173.78,70.15,33.4,104.83,243.03,136.61,135.03,116.27,118.77,141.14,119.31,168.84,79.77,64.27,37.12,18.44,43.71,55.2,120.61,54.58,317.41,29.9,106.75,24.71,39.07,69.68,57.73,137.59,92.39,18.86,55.19,31.58,50.84,84.49,33.56,15.73,82.21,82.74,140.97,62.92,241.35,32.2,89.17,79.18,35.7,113.59,125.41,56.03,32.6667,16.29,14.05,60.1,103.38,9.21,39.96,41.24,49.94,55.07,92.09,83.23,221.69,124.28,96.33,67.37,126.88,40.51,78.22,38.09,53.52,64.63,24.69,67.55,54.77,54.84,52.04,79.35,89.16,29.98,31.7,40.48
1498795200000,67.45,65.49,45.59,109.51,11.96,81.83,79.85,213.24,31.08,52.0,41.39,69.24,65.2,114.36,24.51,25.05,21.68,26.76,30.27,23.43,53.65,35.76,53.94,67.81,34.14,40.325,49.39,39.71,33.38,22.08,118.02,88.39,101.36,11.94,103.36,60.89,106.61,173.95,70.11,33.94,104.96,243.41,136.85,135.27,116.43,119.02,140.92,118.87,168.77,79.77,63.75,37.2,18.62,43.52,54.95,120.51,54.69,317.62,30.26,106.9,24.79,39.17,69.84,57.66,137.64,92.68,19.17,55.06,31.29,50.72,84.49,33.5,15.71,81.86,81.5,140.2,62.6,241.8,32.28,89.45,80.635,35.87,113.43,125.12,55.75,32.5533,16.36,14.86,60.84,103.87,9.5,38.96,41.32,50.03,55.14,92.67,83.23,222.06,124.45,96.56,67.53,127.04,40.83,77.18,38.53,53.81,64.92,24.67,68.11,54.72,54.94,51.96,79.24,89.63,29.97,31.92,40.72
1499054400000,67.63,65.57,45.58,109.09,12.05,81.5,79.68,214.49,33.54,52.25,41.63,68.88,65.12,113.55,24.69,26.59,21.58,26.94,30.29,23.34,53.39,35.82,53.9,67.8,34.4,40.37,50.94,40.12,32.18,21.48,116.09,87.97,100.91,11.73,103.65,60.83,106.06,175.12,70.77,33.82,105.8,243.87,136.56,135.57,117.3,118.62,142.1,120.5,169.42,80.62,70.45,37.01,16.83,44.41,56.07,119.93,55.03,320.04,28.07,107.13,25.6,39.11,71.08,56.555,136.19,93.07,19.19,54.94,30.75,50.52,84.36,33.43,15.3,80.92,78.0,138.28,62.28,242.21,33.18,89.77,79.555,36.25,112.93,124.46,57.1,31.6667,15.96,15.22,61.295,104.38,9.62,40.0,41.24,50.08,55.13,92.88,84.29,222.55,124.75,97.19,67.64,126.67,41.02,77.91,38.53,54.28,66.17,25.03,68.53,54.34,54.89,51.72,79.38,89.54,30.07,32.61,41.02
1499227200000,67.59,65.58,45.6,109.15,11.9,81.55,79.69,214.58,32.27,52.37,41.55,68.77,65.12,113.45,24.92,24.95,21.68,26.76,30.32,23.2,53.4,35.92,53.85,67.31,34.45,40.41,50.99,39.96,32.55,21.76,116.52,87.9,100.81,11.79,105.0967,60.8,106.14,174.55,70.35,33.91,105.58,244.39,137.16,135.76,117.09,119.17,141.59,119.63,169.32,79.71,68.54,36.96,17.18,44.44,55.97,120.13,54.95,318.81,28.95,107.44,24.75,39.28,69.76,57.655,137.53,92.93,19.12,54.96,30.71,50.36,84.39,33.38,15.18,82.46,82.95,141.11,61.96,242.77,32.26,90.1,79.5,36.12,113.1,124.49,56.58,32.57,16.13,14.1,61.38,105.06,9.25,39.84,41.26,50.02,55.13,92.94,83.1,222.94,124.89,97.18,67.64,127.11,40.95,79.4,38.58,54.1,64.83,25.07,68.73,54.88,54.85,51.47,79.85,89.32,30.09,31.5,40.33
1499313600000,66.77,65.09,45.3,108.94,11.91,81.36,79.68,213.14,33.44,51.91,41.05,68.44,64.83,112.83,24.81,24.1,21.48,26.65,30.18,23.05,53.01,35.37,53.47,66.55,33.88,40.31,49.51,39.5,32.02,21.49,116.47,87.68,100.78,11.77,103.4833,60.49,105.94,172.35,69.38,33.59,104.63,242.19,136.0,133.83,115.16,117.8,139.14,117.46,166.72,78.32,71.85,36.87,16.41,43.95,55.42,119.82,54.24,314.91,27.81,106.5,24.27,38.98,71.0,56.6,136.29,91.91,19.06,54.86,31.35,51.24,84.41,33.67,15.15,82.11,81.85,140.49,63.6,240.55,33.09,88.52,75.5,36.71,112.81,123.46,54.32,31.71,16.75,14.24,60.075,102.26,9.31,43.8,41.01,49.75,54.93,92.19,81.54,220.94,123.66,96.28,67.07,125.96,40.5,77.96,38.06,53.86,64.11,24.88,68.13,54.38,54.54,51.45,78.82,88.41,29.81,30.79,39.46
1499400000000,66.99,65.34,45.39,108.9,11.93,81.34,79.69,214.05,34.8,52.31,41.13,68.34,64.84,112.9,25.02,23.96,21.48,26.76,30.32,23.15,52.98,35.43,54.14,66.95,34.07,40.43,50.38,39.48,31.29,21.21,115.28,87.6,100.55,11.65,104.1533,60.56,105.77,174.11,70.11,34.34,105.05,243.71,137.09,134.67,115.59,118.9,140.49,118.26,168.84,78.7,76.48,36.83,15.32,44.21,55.67,119.72,54.31,318.03,26.48,107.04,24.03,39.01,69.48,57.78,137.76,92.5,19.08,54.66,30.93,50.56,84.4,33.46,14.73,83.21,85.87,142.86,62.48,242.11,32.09,89.63,78.18,37.1,112.46,122.72,55.83,32.66,16.29,13.63,60.965,104.14,9.1,40.84,41.08,49.8,55.08,92.84,82.0,222.34,124.52,96.74,67.37,127.03,40.61,78.26,38.63,54.14,64.01,25.05,68.66,55.01,54.51,51.49,79.22,89.2,29.54,30.66,39.7
1499659200000,67.44,65.5,45.53,108.95,11.87,81.38,79.73,213.99,33.22,52.32,41.52,68.46,65.0,113.4,25.38,24.21,21.53,26.9,30.39,23.3,52.84,35.59,55.25,67.39,34.66,40.56,50.17,39.55,32.06,21.51,115.47,87.7,100.78,11.67,103.3133,60.66,105.91,173.75,69.69,34.68,104.89,243.94,137.52,134.83,115.44,119.24,139.88,117.65,168.3,78.12,71.34,36.9,16.35,44.03,55.39,119.92,54.65,317.32,28.03,107.19,24.34,39.06,68.56,58.58,138.66,92.52,19.25,54.64,30.92,50.48,84.44,33.43,14.83,84.07,88.95,144.51,62.16,242.37,31.43,89.82,80.085,37.06,112.41,122.9,55.19,33.3433,16.47,13.69,60.875,104.43,9.13,38.88,41.15,49.97,55.2,92.61,81.25,222.57,124.61,96.68,67.52,127.42,40.9,77.09,38.74,54.48,64.22,25.02,68.86,55.41,54.13,51.45,79.07,89.39,30.08,31.13,38.75
1499745600000,68.13,65.6,45.7,109.05,11.89,81.46,79.78,213.98,32.59,52.5,41.86,68.59,65.15,113.51,25.38,24.58,21.58,26.88,30.65,23.47,53.2,36.08,55.11,67.51,35.24,40.78,49.55,40.3,32.18,21.64,115.62,87.64,100.7,11.69,104.0033,60.82,106.05,173.95,69.85,34.38,104.72,243.82,137.52,134.75,115.25,119.34,140.29,117.72,169.17,78.03,70.32,36.88,16.55,43.88,55.29,119.97,55.65,317.86,28.49,107.1,24.64,38.99,68.24,58.9,139.05,92.44,19.24,54.8,30.98,50.56,84.47,33.45,14.99,84.74,91.04,145.71,62.4,242.19,31.18,89.63,80.43,36.89,112.77,123.11,55.61,33.6167,16.34,14.11,61.01,104.19,9.27,38.56,41.28,50.15,55.24,92.37,81.16,222.4,124.58,96.46,67.58,127.5,41.19,77.84,38.46,54.4,64.57,24.8,68.8,55.53,53.98,51.42,78.98,89.21,30.63,31.41,38.79
1499832000000,69.33,66.18,46.21,109.38,11.95,81.65,79.85,215.23,32.29,52.61,42.67,69.0,65.67,114.18,25.74,24.79,21.67,27.29,30.85,23.67,53.57,36.47,56.02,68.7,36.29,41.04,50.17,41.15,32.3,21.74,116.03,88.21,101.27,11.73,104.67,61.28,106.36,175.1,70.38,34.43,105.23,245.65,138.79,135.78,115.84,120.49,141.37,118.51,170.68,79.01,69.7,37.09,16.76,43.84,55.17,120.5,56.82,319.86,28.71,107.85,24.63,39.07,66.56,60.325,140.7,93.08,19.7,54.96,30.44,49.8,84.51,33.2,15.05,85.96,95.38,148.04,60.96,244.01,30.06,91.0,82.635,36.4,113.1,123.96,56.87,34.8133,15.97,14.29,61.92,106.54,9.33,36.36,41.65,50.66,55.71,93.01,82.16,224.07,125.47,97.02,68.17,128.74,41.97,78.58,38.63,55.03,64.75,24.88,69.18,56.25,54.28,51.86,79.52,89.89,30.6,31.4,39.03
1499918400000,69.53,66.33,46.34,109.26,11.95,81.62,79.82,215.46,33.31,52.6,42.88,69.23,65.86,114.19,25.76,25.14,21.9,27.33,30.89,23.79,53.5,36.55,56.35,69.11,36.55,41.2,50.91,41.25,31.89,21.5,115.82,88.28,101.28,11.71,105.47,61.49,106.25,175.28,70.55,34.49,105.45,246.03,139.03,135.97,116.12,120.65,141.49,118.8,170.62,79.04,72.2,37.12,16.08,44.01,55.37,120.29,56.94,320.2,27.71,108.05,25.1,39.0,66.32,60.575,141.01,93.35,19.92,54.91,30.35,49.68,84.47,33.14,14.87,85.76,94.58,147.58,60.68,244.42,29.87,91.27,83.545,36.87,113.06,123.18,57.0,35.0433,15.93,14.71,62.37,107.04,9.47,35.6,41.77,50.86,55.94,93.03,82.29,224.45,125.67,97.2,68.37,128.93,42.09,79.18,38.81,54.97,65.01,25.03,69.13,56.36,54.29,51.68,79.59,89.9,30.94,31.64,39.93
1500004800000,70.27,66.72,46.72,109.37,12.05,81.65,79.87,216.26,31.78,52.38,43.42,69.7,66.32,114.48,25.94,25.52,22.26,27.55,31.09,23.88,53.63,36.77,57.05,70.43,36.82,41.47,50.76,41.89,32.4,21.8,116.77,88.53,101.45,11.81,105.47,61.92,106.4,175.9,70.73,34.55,105.73,247.1,139.88,136.59,116.48,121.37,141.73,118.84,171.06,79.84,68.78,37.19,16.78,43.78,55.02,120.57,57.74,321.19,29.1,108.52,25.42,39.06,65.28,61.495,142.12,93.76,20.21,54.97,30.0,49.2,84.51,33.0,15.08,86.82,98.36,149.56,59.8,245.56,29.17,92.09,85.0,36.81,113.05,123.33,57.28,35.8667,15.85,15.09,62.73,108.46,9.59,34.24,42.07,51.27,56.37,93.49,83.08,225.47,126.23,97.53,68.78,129.71,42.52,79.07,38.84,55.25,65.4,24.92,69.43,56.86,54.72,51.92,80.13,90.19,30.99,31.91,39.86
1500264000000,69.85,66.64,46.61,109.42,12.07,81.76,79.88,216.22,31.09,52.38,43.22,69.67,66.19,114.52,25.89,25.46,22.18,27.43,30.94,23.76,53.56,36.51,57.2,70.02,36.78,41.36,50.62,41.72,32.76,21.98,117.29,88.56,101.44,11.86,105.0267,61.81,106.53,176.21,70.91,34.55,105.66,247.15,139.93,136.59,116.45,121.31,142.06,119.29,171.15,80.16,66.51,37.21,17.37,43.84,55.06,120.68,57.4,321.92,29.84,108.48,25.37,39.05,65.2,61.56,142.19,93.87,20.05,55.07,30.04,49.2,84.52,33.0,15.22,86.58,97.1,148.95,59.84,245.53,29.13,92.12,87.22,36.6,113.28,123.67,57.72,35.8867,15.73,14.67,62.55,108.47,9.45,32.46,42.0,51.13,56.27,93.42,83.75,225.5,126.23,97.52,68.73,129.66,42.3,78.31,38.85,55.36,65.32,24.84,69.39,56.87,54.78,52.16,79.84,90.41,31.37,31.89,40.22
1500350400000,70.11,66.76,46.69,109.67,12.08,81.95,79.9,215.7,30.36,52.31,43.35,69.85,66.25,114.85,25.77,25.09,22.25,27.54,30.82,23.79,53.84,36.64,57.27,70.46,37.12,41.3,50.54,41.66,32.93,22.14,118.11,88.6,101.53,11.95,105.0467,61.89,106.92,175.68,70.69,34.12,105.42,247.36,140.37,136.7,116.25,121.7,141.69,118.87,170.91,79.96,65.52,37.26,17.69,43.68,54.85,121.2,57.7,320.85,30.38,108.62,25.25,39.13,64.32,62.4,143.14,93.67,20.03,55.23,30.25,49.14,84.54,32.99,15.38,86.91,98.01,149.41,59.68,245.66,28.56,92.22,88.41,35.9,113.6,124.75,57.24,36.6,15.85,14.97,62.21,108.64,9.54,31.66,42.09,51.23,56.25,93.36,83.57,225.67,126.31,97.37,68.79,130.07,42.37,78.22,38.6,55.13,65.01,24.8,69.23,57.13,54.78,52.31,79.9,90.82,31.21,31.5,40.12
1500436800000,70.62,67.13,46.92,109.7,12.1,81.96,79.89,216.32,30.35,52.36,43.71,70.13,66.54,114.98,26.0,26.18,22.65,27.79,30.82,23.84,54.06,36.89,57.15,70.71,37.13,41.42,51.0,42.17,32.8,22.18,118.08,88.75,101.64,11.93,106.5433,62.15,106.92,177.44,71.5,34.42,105.97,248.62,141.13,137.44,116.91,122.33,143.1,120.13,172.57,80.6,66.17,37.32,17.56,43.55,54.83,121.16,58.44,324.15,30.52,109.15,26.22,39.18,63.56,63.12,143.98,94.34,20.36,55.27,30.0,48.64,84.54,32.8,15.4,87.77,100.64,150.79,58.8,246.99,28.04,93.18,89.38,35.9,113.69,124.8,58.95,37.27,15.38,15.37,62.75,110.4,9.69,30.9,42.29,51.48,56.37,93.63,84.2,226.86,127.04,97.79,69.16,130.9,42.78,79.11,38.93,55.66,65.96,24.81,69.3,57.42,54.98,52.53,80.55,91.26,31.66,32.66,40.5
1500523200000,70.51,67.2,47.08,109.73,11.95,82.01,79.91,216.19,29.74,52.64,43.66,70.33,66.81,115.02,25.98,25.94,22.71,27.86,31.01,23.9,54.26,36.62,57.25,70.95,37.35,41.66,50.96,42.08,32.96,22.32,118.24,88.8,101.68,11.95,107.64,62.4,106.95,177.32,71.6,34.03,106.01,248.74,141.17,137.46,116.94,122.44,143.2,120.1,172.66,80.28,65.38,37.36,17.71,43.52,54.74,121.27,58.2,323.8,31.03,109.23,25.66,39.19,63.44,63.28,144.17,94.29,20.29,55.12,30.06,48.59,84.54,32.81,15.42,87.96,101.51,151.23,58.8,247.1,27.92,93.23,90.23,35.7,113.41,125.16,59.06,37.41,15.36,15.12,62.57,110.48,9.61,30.42,42.43,51.64,56.67,93.68,83.81,226.93,127.12,97.87,69.28,130.88,42.69,80.14,38.46,55.25,65.76,24.8,68.91,57.54,54.99,52.91,81.08,91.07,31.71,32.04,40.59
1500609600000,70.51,67.11,46.92,109.92,11.9,82.1,79.99,215.53,29.46,52.32,43.63,70.43,66.55,115.29,26.01,25.21,22.39,27.8,30.66,23.95,54.36,36.39,57.32,71.46,37.06,41.34,50.97,42.04,33.14,22.41,119.26,88.73,101.59,12.06,108.2933,62.19,107.14,176.82,71.25,34.36,105.85,248.55,141.17,137.34,116.76,122.4,142.55,119.47,171.95,80.45,64.24,37.32,18.02,43.2,54.25,121.55,58.14,322.95,31.48,109.02,25.02,39.3,63.52,63.19,144.11,94.31,20.0,55.21,30.24,48.67,84.58,32.82,15.6,87.47,98.91,149.94,58.92,246.88,27.95,93.12,90.96,35.41,113.58,125.69,58.26,37.3533,15.57,14.34,62.28,110.26,9.34,29.79,42.32,51.47,56.38,93.7,83.75,226.77,126.95,97.69,69.16,130.96,42.6,80.77,38.68,55.26,65.11,24.8,68.78,57.47,55.08,53.29,80.99,91.13,31.48,31.65,40.36
1500868800000,70.9,67.06,46.91,109.82,11.96,82.06,79.94,215.09,30.79,52.23,43.76,70.11,66.37,115.06,26.22,25.01,22.4,27.82,30.59,24.06,54.25,36.7,57.18,71.65,37.2,41.225,51.43,42.19,32.48,22.05,119.31,88.8,101.64,12.08,109.1133,62.05,107.07,177.16,71.26,34.22,105.72,248.49,141.22,137.4,116.57,122.64,142.75,119.4,172.75,80.24,67.79,37.36,16.99,43.5,54.81,121.41,58.48,323.52,29.78,109.01,24.67,39.28,62.92,63.75,144.77,94.24,19.83,55.2,30.39,48.69,84.55,32.83,15.58,87.19,97.94,149.49,58.8,246.82,27.6,93.03,92.52,35.69,113.58,125.2,58.45,37.84,15.51,14.79,61.89,110.15,9.5,28.7,42.24,51.43,56.17,93.4,83.59,226.69,126.96,97.54,69.16,131.19,42.76,81.75,38.47,55.21,64.99,24.91,68.63,57.61,54.9,52.79,80.96,90.82,31.37,31.62,39.76
1500955200000,70.81,67.2,46.95,109.43,11.99,81.75,79.83,215.86,29.87,52.51,43.65,70.0,66.46,114.72,26.24,25.98,22.64,27.94,30.62,24.07,54.06,36.7,57.03,71.18,37.13,41.34,52.75,42.1,32.31,22.27,118.92,88.84,101.68,12.03,107.9367,62.13,106.47,178.75,71.93,34.56,106.36,249.07,141.17,137.77,117.2,122.62,144.05,120.9,173.61,80.34,68.91,37.37,16.71,44.16,55.7,120.69,58.44,326.41,30.42,109.28,24.98,39.14,63.2,63.48,144.4,94.61,19.88,54.99,30.09,48.48,84.5,32.75,15.59,86.95,97.88,149.36,58.56,247.42,27.79,93.43,92.09,36.6,113.14,123.57,60.03,37.5867,15.1,15.73,62.54,110.81,9.81,29.04,42.27,51.48,56.3,93.69,83.7,227.23,127.38,98.0,69.3,131.04,42.69,80.61,38.65,55.8,65.81,25.22,68.54,57.5,55.28,52.49,80.38,91.46,32.46,32.63,40.81
1501041600000,71.23,67.4,47.23,109.64,12.0,81.95,79.96,216.81,27.52,52.27,44.01,70.38,66.87,115.34,26.44,26.04,22.88,27.98,30.82,24.09,54.24,36.78,57.55,71.57,37.17,41.69,52.34,42.52,33.52,22.84,119.88,88.97,101.81,12.12,108.6333,62.51,106.81,177.13,71.44,34.3,106.14,249.14,141.37,137.75,116.96,122.82,143.25,119.8,173.15,80.77,61.3,37.42,18.48,43.43,54.59,121.09,59.04,323.37,33.09,109.38,24.99,39.24,62.8,63.87,144.87,94.42,20.22,55.15,29.7,48.46,84.56,32.75,15.75,87.87,100.8,151.0,58.48,247.43,27.54,93.52,92.01,36.49,113.47,123.77,59.11,37.9233,15.32,16.27,63.6,110.9,9.96,29.11,42.54,51.74,56.72,93.31,84.28,227.3,127.29,97.8,69.51,131.38,43.0,80.79,38.64,55.46,65.88,25.05,68.63,57.72,55.27,52.99,80.11,91.42,32.28,32.58,40.81
1501128000000,70.75,67.27,47.09,109.48,11.97,81.85,79.97,217.72,28.56,52.42,43.77,70.25,66.72,115.17,26.21,26.88,22.76,27.77,30.56,24.06,54.42,36.86,56.63,70.99,37.12,41.585,51.68,42.37,32.93,22.57,119.79,88.9,101.74,12.11,106.5967,62.38,106.64,176.61,71.11,34.2,106.34,248.91,140.98,137.54,117.13,122.35,142.34,119.64,171.31,80.84,64.38,37.41,17.65,43.36,54.6,120.79,58.74,322.41,31.52,109.49,25.08,39.18,63.56,63.12,143.96,94.32,20.11,55.12,29.33,48.58,84.54,32.79,15.68,86.76,96.25,148.7,58.68,247.2,28.02,93.33,91.16,36.84,113.39,123.16,57.94,37.2467,15.62,16.55,64.2,110.64,10.06,29.56,42.38,51.61,56.48,93.0,84.38,227.03,127.07,97.96,69.34,130.89,42.78,78.74,38.7,55.26,66.55,24.91,68.24,57.5,55.81,53.12,79.56,92.09,31.71,32.91,41.37
1501214400000,70.7,67.2,47.12,109.7,11.98,82.0,80.01,218.02,27.31,52.2,43.75,70.29,66.79,115.17,26.36,26.73,22.62,27.9,30.69,24.17,54.58,36.66,56.68,69.64,37.39,41.63,51.52,42.42,33.64,22.91,120.69,88.91,101.74,12.21,107.2733,62.45,106.82,175.71,71.0,33.97,106.2,248.56,140.8,137.32,117.03,122.08,141.96,119.26,170.84,80.67,60.45,37.41,18.66,43.09,54.11,121.11,59.26,320.88,33.08,109.2,25.0,39.27,63.72,62.95,143.84,94.2,19.98,55.23,29.21,48.69,84.59,32.84,15.81,86.35,95.31,148.13,58.88,246.91,28.13,93.07,90.22,36.38,113.66,123.89,57.46,37.1267,15.76,16.92,64.49,110.12,10.17,30.19,42.42,51.64,56.54,93.21,84.15,226.77,126.86,97.87,69.31,130.68,42.94,79.74,38.41,55.06,66.47,24.91,68.4,57.44,55.34,53.04,79.96,91.39,31.13,32.84,41.32
1501473600000,70.84,67.28,47.19,109.65,12.0,81.99,80.02,218.7,27.47,52.3,43.8,70.52,66.93,115.26,26.45,26.89,22.7,27.9,30.71,24.28,54.76,36.6,56.3,69.7,37.8,41.63,52.28,42.54,33.62,22.86,120.75,88.91,101.76,12.22,106.3633,62.6,106.85,175.49,70.81,33.87,106.42,248.46,140.42,137.21,117.2,121.7,141.51,119.1,170.06,80.66,60.58,37.4,18.63,43.34,54.48,121.11,59.41,320.5,32.8,109.16,24.83,39.25,64.32,62.39,143.23,94.16,20.01,55.25,28.93,48.76,84.58,32.86,15.9,85.84,93.17,146.98,59.0,246.77,28.51,92.98,90.95,36.38,113.66,124.04,56.93,36.6433,15.91,17.33,65.2,109.97,10.28,29.78,42.51,51.72,56.7,93.35,84.26,226.64,126.79,98.05,69.32,130.27,43.01,78.17,38.35,54.64,66.62,25.09,68.31,57.16,55.32,53.22,79.89,91.36,31.44,32.52,41.16
1501560000000,71.25,67.5,47.42,109.72,12.0,81.98,79.94,219.37,27.59,52.51,43.93,70.91,67.3,114.94,26.66,26.89,22.78,27.83,31.0,24.5,55.08,36.75,56.24,70.25,38.12,41.92,53.3,43.03,33.54,22.83,120.65,88.63,101.64,12.21,105.2567,62.96,106.95,175.94,71.02,34.42,106.7,248.99,140.64,137.52,117.48,121.96,141.78,119.39,170.28,81.02,60.91,37.3,18.52,43.69,54.85,121.23,59.81,321.32,32.79,109.5,24.56,39.2,64.04,62.66,143.56,94.26,19.93,55.22,28.67,48.54,84.54,32.79,15.79,86.21,94.73,147.89,58.64,247.32,28.31,93.33,92.0,35.82,113.54,124.64,57.26,36.8833,15.81,16.63,65.59,110.62,10.09,28.96,42.75,52.03,57.03,93.49,84.64,227.15,127.05,98.29,69.62,130.55,43.19,77.09,38.69,54.68,66.61,25.27,68.11,57.45,55.26,53.52,79.71,91.52,30.92,32.28,41.3
1501646400000,71.22,67.54,47.48,109.64,12.03,81.93,79.92,219.89,27.75,52.73,43.97,70.92,67.33,115.1,26.69,26.59,22.71,27.9,31.0,24.53,55.05,37.02,56.39,70.12,38.54,41.96,53.29,42.92,33.23,22.77,120.4,88.65,101.58,12.17,105.68,62.95,106.85,174.71,70.1,34.54,106.63,249.12,140.85,137.57,117.31,122.16,140.23,118.3,168.24,80.51,62.67,37.3,17.96,43.72,54.9,121.04,59.34,318.94,32.06,109.74,24.58,39.15,63.64,63.0,143.95,93.96,20.08,55.17,28.5,48.5,84.5,32.76,15.67,85.74,92.71,146.82,58.56,247.44,28.09,93.42,91.71,35.8,113.48,124.71,55.41,37.1533,16.33,16.82,66.06,110.75,10.14,29.28,42.73,52.07,57.08,93.41,83.87,227.28,126.93,98.28,69.56,130.59,43.29,77.18,38.67,54.73,66.36,25.31,68.41,57.61,55.22,53.75,79.53,91.27,30.86,31.66,40.77
